"subj","trial","load","p_size"
719,20,5,10484.4049227799
719,21,0,10314.4053333333
719,22,4,10402.3331758034
719,23,1,10304.8523639608
719,24,3,10412.7439893143
719,25,0,10582.0735294118
719,26,4,10372.6243315508
719,27,2,9579.66810758886
719,28,1,9856.12110418522
719,29,5,10084.6185807656
719,30,3,10448.0249332146
719,31,2,10320.1834774256
719,32,0,10290.5719360568
719,33,4,10572.5403696498
719,34,3,10349.1360392507
719,35,1,10005.6242690058
719,36,5,10406.4055258467
719,37,0,10516.9919811321
719,38,2,10533.0218165628
719,39,5,10082.5834879406
719,40,3,10453.3379341051
719,41,4,10088.9306358382
719,42,1,10523.3798932384
719,43,4,10501.56826742
719,44,3,9616.71275646744
719,45,1,10113.6483931947
719,46,5,9588.12789661319
719,47,0,9430.17393410853
719,48,2,9264.77540106952
719,49,1,9414.07366920152
719,50,0,9747.39260249554
719,51,5,10611.5028409091
719,52,4,10306.2013333333
719,53,3,10330.2621722846
719,54,2,10772.336
719,55,5,10556.2422243167
719,56,4,9680.32028469751
719,57,0,9999.03530534351
719,58,1,10115.9188224799
719,59,2,10081.9603250478
719,60,3,10526.3362989324
719,61,4,10098.986804901
719,62,3,9717.00622222222
719,63,1,10329.5521616541
719,64,5,10284.1742424242
719,65,0,10323.7623106061
719,66,2,9913.27491103203
719,67,5,9925.48323754789
719,68,2,10054.5472370766
719,69,0,9826.54549675023
719,70,4,10071.7415480427
719,71,1,9998.15971563981
719,72,3,10366.3758896797
719,73,0,10200.1714559387
719,74,1,10147.2491087344
719,75,2,10135.4471428571
719,76,4,10588.6631016043
719,77,3,10561.909221902
719,78,5,10431.5588235294
719,79,3,10193.9480901077
719,80,0,10237.8726625111
719,81,1,9419.91998106061
719,82,2,10200.2852049911
719,83,5,9697.61792905082
719,84,4,10116.0546666667
719,85,2,10076.8592278719
719,86,1,10311.4536128457
719,87,5,9657.76591576885
719,88,0,10178.649911032
719,89,3,10204.0239257812
719,90,4,9859.05071174377
719,91,1,10273.9403846154
719,92,5,10006.963935886
719,93,4,10085.6268011527
719,94,0,10559.6189624329
719,95,2,10670.6115819209
719,96,3,10263.5592691622
719,97,1,10109.6693857965
719,98,5,10526.2026785714
719,99,3,10128.5999057493
719,100,2,10291.1804444444
719,101,4,10435.0954504906
719,102,0,9506.52161383285
719,103,4,10461.2237076649
719,104,5,10264.2304270463
719,105,3,10251.6259765625
719,106,0,10388.4608192342
719,107,1,10338.2048888889
719,108,2,10081.6078524125
719,109,3,9813.20276292335
719,110,0,10215.4144736842
719,111,2,10550.9803571429
719,112,1,9993.81505576208
719,113,4,9881.32917038359
719,114,5,9615.02390243902
719,115,2,10245.027256479
719,116,1,10264.3971504898
719,117,4,10072.9224470135
719,118,3,10507.6197684773
719,119,5,10182.6989295272
719,120,0,10627.3041586074
720,1,2,11037.6069364162
720,2,1,10659.6150870406
720,3,3,10816.4563668744
720,4,0,10128.1485826002
720,5,5,10357.6669634907
720,6,4,10371.7789820924
720,7,5,10135.6272163121
720,8,4,10134.0160349854
720,9,2,9888.28724353256
720,10,1,8998.63533834586
720,11,3,9253.55164737311
720,12,0,9343.31992149166
720,13,3,9557.03035714286
720,14,1,8883.60216572505
720,15,5,8924.05560498221
720,16,4,10107.5799803729
720,17,2,8949.35299374441
720,18,0,8741.90483091787
720,19,5,9543.02896613191
720,20,1,9225.62547528517
720,21,2,10387.2927756654
720,22,3,9365.81088314005
720,23,0,8325.638063279
720,24,4,10459.6894548704
720,25,1,9507.22965116279
720,26,5,9794.48087188612
720,27,4,9292.57317073171
720,28,2,9395.49599644128
720,29,0,8929.23131672598
720,30,3,9984.03111111111
720,31,4,9127.93117010816
720,32,2,9657.27876520112
720,33,1,9469.07880676759
720,34,3,9293.17067736185
720,35,5,8039.7582625118
720,36,0,7757.48107852413
720,37,1,8056.06764427625
720,38,0,6957.26088888889
720,39,4,8416.83143939394
720,40,5,9276.21658767773
720,41,3,6613.48345935728
720,42,2,6594.29537366548
720,43,3,8507.2718401487
720,44,5,6608.77165725047
720,45,1,7254.52433206107
720,46,4,8691.99951876805
720,47,2,8777.11216730038
720,48,0,6441.67971530249
720,49,2,5986.57718120805
720,50,1,6517.63667315175
720,51,3,6156.00841908326
720,52,5,7463.51247771836
720,53,4,6794.99429657795
720,54,0,7581.97640249332
720,55,2,6774.9611059044
720,56,5,6227.16054158607
720,57,0,5936.54975845411
720,58,4,9157.34003831418
720,59,1,6233.3518683274
720,60,3,6708.09916201117
720,61,1,8063.72622222222
720,62,5,9924.77426955702
720,63,3,9586.6375779163
720,64,0,7931.00187617261
720,65,2,9764.80553077609
720,66,4,8273.95202257761
720,67,1,9196.66488413547
720,68,3,9460.88691006233
720,69,5,8254.27005347594
720,70,4,7106.05069767442
720,71,2,9665.25578291815
720,72,0,9474.88139534884
720,73,4,8473.93270944742
720,74,5,8862.47773820125
720,75,1,9607.33219178082
720,76,0,8815.95454545455
720,77,2,8280.65298840321
720,78,3,9472.16740872663
720,79,5,10165.8146666667
720,80,1,9832.64368327402
720,81,3,9042.98754448399
720,82,4,8292.80080213904
720,83,2,10139.3449575872
720,84,0,8958.90719360568
720,85,3,9782.29849340866
720,86,2,8416.66800714924
720,87,4,10375.8831291235
720,88,5,9548.89688888889
720,89,0,9663.24663461539
720,90,1,9781.49420677362
720,91,3,9909.52971698113
720,92,5,10143.5773333333
720,93,4,10089.995985727
720,94,1,9810.40222222222
720,95,2,9459.29278074866
720,96,0,6943.83971504898
720,97,2,10155.8864648264
720,98,1,7435.41845703125
720,99,5,10260.9950936664
720,100,0,9773.59779482263
720,101,3,9342.9839715049
720,102,4,9798.96349065005
720,103,1,10097.155856728
720,104,2,9967.24711111111
720,105,5,10410.2248441674
720,106,0,10018.9478609626
720,107,4,10437.4465240642
720,108,3,10389.7987747408
720,109,4,9830.79482604817
720,110,1,10265.2099056604
720,111,0,10138.77029438
720,112,2,10402.0268336315
720,113,5,10199.7936720143
720,114,3,9896.64754098361
720,115,4,10482.5694568121
720,116,2,9641.96571682992
720,117,5,9522.18477292965
720,118,1,8537.55529300567
720,119,0,8904.28194816801
720,120,3,9926.12589285714
