subj,trial,load,p_size
718,12,1,7208.1108637577918
718,13,0,6454.8504356243948
718,14,2,7526.6706773618534
718,15,3,8006.9378640776695
718,16,1,7660.0008920606597
718,17,5,7976.6557223264545
718,18,4,7746.1508429458736
718,19,5,7756.9364326375708
718,20,4,7004.3380782918148
718,21,0,5634.634541984733
718,22,1,6994.8606411398041
718,23,3,6892.5127201565556
718,24,2,7431.9959821428574
718,25,4,7935.3383658969806
718,26,1,5890.7090395480227
718,27,5,7237.6962533452279
718,28,3,7429.8959731543628
718,29,0,5725.9567736185381
718,30,2,6821.2161319073084
718,31,1,6660.4335414808211
718,32,5,7735.9313113291701
718,33,0,5647.2213883677296
718,34,3,7125.0696428571428
718,35,4,7897.3867082961642
718,36,2,6925.551643192488
718,37,1,6693.5517395182869
718,38,4,7759.8001885014137
718,39,5,7825.3909171861087
718,40,0,5455.8953695458595
718,41,2,6327.5591637010675
718,42,3,7802.3080524344568
718,43,1,7589.9599287622441
718,44,5,7755.7070347284061
718,45,4,7657.5846585594018
718,46,3,7935.0008928571433
718,47,0,7530.0116713352008
718,48,2,7563.3238180196249
718,49,1,6966.9893924783028
718,50,2,7764.9328888888886
718,51,3,7744.9682163187854
718,52,5,7599.2736185383246
718,53,0,6869.4440263405459
718,54,4,7283.123665480427
718,55,5,7348.7246804326451
718,56,2,6897.3118327402135
718,57,3,7614.7232620320856
718,58,1,6642.6556420233464
718,59,0,6015.3238434163704
718,60,4,6806.8225338491293
718,61,3,7373.0276785714286
718,62,1,7413.0489642184557
718,63,5,7887.2815013404825
718,64,0,5640.4086452762922
718,65,4,7021.0658949243098
718,66,2,7401.9153031761307
718,67,1,6462.5822222222223
718,68,3,6836.4651500484024
718,69,2,7291.8205699020482
718,70,4,7719.762265834077
718,71,5,7789.2836752899193
718,72,0,6446.85231316726
718,73,5,7038.208296164139
718,74,2,7201.0691347011598
718,75,0,5930.137777777778
718,76,1,5743.7268270944742
718,77,4,7327.8207190160829
718,78,3,7459.3236607142853
718,79,1,5734.1700191570881
718,80,2,7293.5515555555558
718,81,4,7186.7887931034484
718,82,5,7296.9737777777782
718,83,0,7104.2272321428572
718,84,3,7312.336946277097
718,85,4,7478.6063449508492
718,86,3,6366.9715048975959
718,87,0,7274.6883928571433
718,88,2,6438.436211972522
718,89,5,7633.0232142857139
718,90,1,7325.2533392698133
718,91,3,7359.7477718360069
718,92,4,7481.9006591337102
718,93,1,7542.2203389830511
718,94,2,7242.2218009478675
718,95,5,7288.3798932384343
718,96,0,6735.6420176297752
718,97,2,7266.8452274754682
718,98,4,7506.8319964349375
718,99,3,7679.373665480427
718,100,0,6584.623106060606
718,101,5,7033.6761565836296
718,102,1,7052.8296164139165
718,103,3,7668.8113658070679
718,104,2,6769.6922390722566
718,105,1,7087.6057971014488
718,106,4,7798.7250445632799
718,107,5,7248.6144256455918
718,108,0,7103.6018683274024
718,109,4,7453.1951871657757
718,110,1,8036.3872549019607
718,111,0,6428.2638146167556
718,112,3,7339.0245535714284
718,113,2,7260.1902852049907
718,114,5,7858.6000889679717
718,115,4,7798.7097061442564
718,116,3,6603.73095014111
718,117,5,7493.166815343443
718,118,0,6825.4884135472366
718,119,1,6459.7464349376114
718,120,2,7607.3786797502235
719,1,2,10921.388367729831
719,2,0,10651.247544204321
719,4,4,10403.18976744186
719,6,1,10549.10888671875
719,7,2,10563.23285841496
719,8,4,10553.268975332068
719,9,3,10744.485320284697
719,10,1,10336.109344894026
719,11,5,10733.294666666667
719,12,0,10550.96522556391
719,13,2,10560.010685663401
719,14,1,9957.783143939394
719,15,5,10568.997773820125
719,16,3,10546.421722113502
719,17,0,10622.351471900089
719,18,4,10872.106177606178
719,19,2,10729.36165480427
719,20,5,10484.404922779922
719,21,0,10314.405333333334
719,22,4,10402.333175803402
719,23,1,10304.85236396075
719,24,3,10412.743989314336
719,25,0,10582.073529411764
719,26,4,10372.624331550802
719,27,2,9579.6681075888573
719,28,1,9856.1211041852184
719,29,5,10084.61858076564
719,30,3,10448.024933214603
719,31,2,10320.183477425553
719,32,0,10290.571936056838
719,33,4,10572.540369649805
719,34,3,10349.136039250669
719,35,1,10005.624269005848
719,36,5,10406.405525846701
719,37,0,10516.991981132076
719,38,2,10533.021816562778
719,39,5,10082.58348794063
719,40,3,10453.337934105075
719,41,4,10088.930635838151
719,42,1,10523.379893238434
719,43,4,10501.568267419962
719,44,3,9616.7127564674392
719,45,1,10113.648393194708
719,46,5,9588.1278966131904
719,47,0,9430.1739341085267
719,48,2,9264.7754010695189
719,49,1,9414.0736692015216
719,50,0,9747.3926024955435
719,51,5,10611.50284090909
719,52,4,10306.201333333333
719,53,3,10330.262172284643
719,54,2,10772.335999999999
719,55,5,10556.242224316682
719,56,4,9680.3202846975091
719,57,0,9999.0353053435119
719,58,1,10115.918822479929
719,59,2,10081.960325047801
719,60,3,10526.336298932385
719,61,4,10098.986804901037
719,62,3,9717.0062222222223
719,63,1,10329.552161654135
719,64,5,10284.174242424242
719,65,0,10323.76231060606
719,66,2,9913.2749110320292
719,67,5,9925.4832375478927
719,68,2,10054.547237076649
719,69,0,9826.5454967502319
719,70,4,10071.741548042704
719,71,1,9998.1597156398111
719,72,3,10366.375889679715
719,73,0,10200.171455938696
719,74,1,10147.249108734402
719,75,2,10135.447142857143
719,76,4,10588.663101604277
719,77,3,10561.909221902017
719,78,5,10431.558823529413
719,79,3,10193.948090107737
719,80,0,10237.87266251113
719,81,1,9419.919981060606
719,82,2,10200.285204991087
719,83,5,9697.6179290508153
719,84,4,10116.054666666667
719,85,2,10076.859227871939
719,86,1,10311.453612845673
719,87,5,9657.765915768854
719,88,0,10178.649911032029
719,89,3,10204.02392578125
719,90,4,9859.0507117437719
719,91,1,10273.940384615385
719,92,5,10006.96393588602
719,93,4,10085.626801152737
719,94,0,10559.618962432916
719,95,2,10670.611581920904
719,96,3,10263.55926916221
719,97,1,10109.669385796546
719,98,5,10526.202678571428
719,99,3,10128.599905749294
719,100,2,10291.180444444444
719,101,4,10435.095450490633
719,102,0,9506.5216138328524
719,103,4,10461.223707664883
719,104,5,10264.230427046263
719,105,3,10251.6259765625
719,106,0,10388.460819234195
719,107,1,10338.204888888889
719,108,2,10081.607852412488
719,109,3,9813.2027629233507
719,110,0,10215.41447368421
719,111,2,10550.980357142857
719,112,1,9993.8150557620811
719,113,4,9881.3291703835857
719,114,5,9615.0239024390248
719,115,2,10245.027256478999
719,116,1,10264.39715048976
719,117,4,10072.922447013487
719,118,3,10507.619768477292
719,119,5,10182.698929527209
719,120,0,10627.30415860735
720,1,2,11037.606936416185
720,2,1,10659.615087040618
720,3,3,10816.456366874443
720,4,0,10128.148582600195
720,5,5,10357.66696349065
720,6,4,10371.778982092366
720,7,5,10135.627216312057
720,8,4,10134.016034985423
720,9,2,9888.2872435325608
720,10,1,8998.6353383458645
720,11,3,9253.5516473731077
720,12,0,9343.3199214916585
720,13,3,9557.0303571428576
720,14,1,8883.6021657250476
720,15,5,8924.0556049822062
720,16,4,10107.579980372915
720,17,2,8949.3529937444146
720,18,0,8741.9048309178743
720,19,5,9543.0289661319075
720,20,1,9225.625475285171
720,21,2,10387.292775665399
720,22,3,9365.8108831400532
720,23,0,8325.6380632790024
720,24,4,10459.68945487042
720,25,1,9507.2296511627901
720,26,5,9794.4808718861204
720,27,4,9292.5731707317082
720,28,2,9395.495996441281
720,29,0,8929.2313167259781
720,30,3,9984.0311111111114
720,31,4,9127.9311701081606
720,32,2,9657.278765201123
720,33,1,9469.0788067675876
720,34,3,9293.1706773618534
720,35,5,8039.7582625118039
720,36,0,7757.4810785241252
720,37,1,8056.0676442762533
720,38,0,6957.260888888889
720,39,4,8416.8314393939399
720,40,5,9276.2165876777253
720,41,3,6613.4834593572778
720,42,2,6594.2953736654808
720,43,3,8507.2718401486982
720,44,5,6608.7716572504705
720,45,1,7254.5243320610689
720,46,4,8691.999518768047
720,47,2,8777.11216730038
720,48,0,6441.6797153024909
720,49,2,5986.5771812080538
720,50,1,6517.636673151751
720,51,3,6156.0084190832558
720,52,5,7463.5124777183601
720,53,4,6794.9942965779464
720,54,0,7581.9764024933211
720,55,2,6774.9611059044046
720,56,5,6227.1605415860731
720,57,0,5936.5497584541063
720,58,4,9157.3400383141761
720,59,1,6233.3518683274024
720,60,3,6708.0991620111736
720,61,1,8063.7262222222225
720,62,5,9924.7742695570214
720,63,3,9586.6375779162954
720,64,0,7931.0018761726078
720,65,2,9764.8055307760933
720,66,4,8273.9520225776105
720,67,1,9196.6648841354727
720,68,3,9460.8869100623324
720,69,5,8254.2700534759351
720,70,4,7106.0506976744182
720,71,2,9665.2557829181496
720,72,0,9474.881395348837
720,73,4,8473.9327094474156
720,74,5,8862.4777382012471
720,75,1,9607.3321917808225
720,76,0,8815.954545454546
720,77,2,8280.6529884032116
720,78,3,9472.1674087266256
720,79,5,10165.814666666667
720,80,1,9832.6436832740219
720,81,3,9042.9875444839854
720,82,4,8292.8008021390378
720,83,2,10139.344957587182
720,84,0,8958.9071936056844
720,85,3,9782.2984934086635
720,86,2,8416.668007149241
720,87,4,10375.883129123469
720,88,5,9548.8968888888885
720,89,0,9663.2466346153851
720,90,1,9781.4942067736192
720,91,3,9909.5297169811329
720,92,5,10143.577333333333
720,93,4,10089.99598572703
720,94,1,9810.4022222222229
720,95,2,9459.2927807486631
720,96,0,6943.8397150489764
720,97,2,10155.886464826359
720,98,1,7435.41845703125
720,99,5,10260.99509366637
720,100,0,9773.5977948226264
720,101,3,9342.9839715048984
720,102,4,9798.9634906500451
720,103,1,10097.155856727977
720,104,2,9967.2471111111117
720,105,5,10410.224844167409
720,106,0,10018.947860962568
720,107,4,10437.446524064171
720,108,3,10389.79877474081
720,109,4,9830.7948260481717
720,110,1,10265.209905660377
720,111,0,10138.770294380018
720,112,2,10402.026833631484
720,113,5,10199.793672014261
720,114,3,9896.6475409836057
720,115,4,10482.569456812111
720,116,2,9641.96571682992
720,117,5,9522.1847729296533
720,118,1,8537.555293005671
720,119,0,8904.2819481680071
720,120,3,9926.1258928571424
